S	0	664	*	*	*	*	*	JQ004531	*
H	0	664	100.0	.	0	0	=	JQ004538	JQ004531
H	0	664	100.0	.	0	0	=	JQ004537	JQ004531
H	0	664	100.0	.	0	0	=	JQ004535	JQ004531
H	0	664	100.0	.	0	0	=	JQ004533	JQ004531
H	0	664	100.0	.	0	0	=	JQ004532	JQ004531
H	0	664	100.0	.	0	0	=	JQ004534	JQ004531
H	0	664	100.0	.	0	0	=	JQ004532	JQ004531
H	0	664	100.0	.	0	0	=	JQ004533	JQ004531
H	0	664	100.0	.	0	0	=	JQ004548	JQ004531
H	0	664	100.0	.	0	0	=	JQ004556	JQ004531
H	0	664	100.0	.	0	0	=	JQ004615	JQ004531
H	0	664	100.0	.	0	0	=	JQ004557	JQ004531
H	0	664	100.0	.	0	0	=	JQ004543	JQ004531
H	0	664	100.0	.	0	0	=	JQ004542	JQ004531
H	0	664	100.0	.	0	0	=	JQ004540	JQ004531
H	0	664	100.0	.	0	0	=	JQ004544	JQ004531
H	0	664	100.0	.	0	0	=	JQ004547	JQ004531
H	0	664	100.0	.	0	0	=	JQ004546	JQ004531
H	0	664	100.0	.	0	0	=	JQ004545	JQ004531
H	0	647	100.0	.	0	0	=	JQ004614	JQ004531
H	0	647	100.0	.	0	0	=	JQ004614	JQ004531
S	1	633	*	*	*	*	*	FJ170630	*
H	1	633	100.0	.	0	0	=	FJ170628	FJ170630
H	1	633	100.0	.	0	0	=	FJ170629	FJ170630
H	1	633	100.0	.	0	0	=	FJ170631	FJ170630
H	1	633	100.0	.	0	0	=	FJ170632	FJ170630
H	1	633	100.0	.	0	0	=	FJ170622	FJ170630
H	1	633	100.0	.	0	0	=	FJ170574	FJ170630
H	1	633	100.0	.	0	0	=	FJ170624	FJ170630
H	1	633	100.0	.	0	0	=	FJ170623	FJ170630
H	1	633	100.0	.	0	0	=	FJ170627	FJ170630
H	1	633	100.0	.	0	0	=	FJ170626	FJ170630
H	1	633	100.0	.	0	0	=	FJ170625	FJ170630
H	1	633	100.0	.	0	0	=	FJ170656	FJ170630
H	1	633	100.0	.	0	0	=	FJ170640	FJ170630
H	1	633	100.0	.	0	0	=	FJ170637	FJ170630
H	1	633	100.0	.	0	0	=	FJ170645	FJ170630
H	1	633	100.0	.	0	0	=	FJ170643	FJ170630
H	1	633	100.0	.	0	0	=	FJ170641	FJ170630
H	1	633	100.0	.	0	0	=	FJ170598	FJ170630
H	1	633	100.0	.	0	0	=	FJ170595	FJ170630
H	1	633	100.0	.	0	0	=	FJ170596	FJ170630
H	1	633	100.0	.	0	0	=	FJ170603	FJ170630
H	1	633	100.0	.	0	0	=	FJ170594	FJ170630
H	1	633	100.0	.	0	0	=	FJ170590	FJ170630
H	1	633	100.0	.	0	0	=	FJ170591	FJ170630
H	1	633	100.0	.	0	0	=	FJ170585	FJ170630
H	1	633	100.0	.	0	0	=	FJ170617	FJ170630
H	1	633	100.0	.	0	0	=	FJ170621	FJ170630
H	1	633	100.0	.	0	0	=	FJ170707	FJ170630
H	1	633	100.0	.	0	0	=	FJ170681	FJ170630
H	1	633	100.0	.	0	0	=	FJ170664	FJ170630
H	1	633	100.0	.	0	0	=	FJ170698	FJ170630
H	1	633	100.0	.	0	0	=	FJ170701	FJ170630
H	1	633	100.0	.	0	0	=	FJ170693	FJ170630
H	1	633	100.0	.	0	0	=	FJ170567	FJ170630
H	1	633	100.0	.	0	0	=	FJ170570	FJ170630
H	1	633	100.0	.	0	0	=	FJ170656	FJ170630
H	1	633	100.0	.	0	0	=	FJ170664	FJ170630
H	1	633	100.0	.	0	0	=	FJ170698	FJ170630
H	1	633	100.0	.	0	0	=	FJ170693	FJ170630
H	1	633	100.0	.	0	0	=	FJ170701	FJ170630
H	1	633	100.0	.	0	0	=	FJ170603	FJ170630
H	1	633	100.0	.	0	0	=	FJ170574	FJ170630
H	1	633	100.0	.	0	0	=	FJ170571	FJ170630
H	1	633	100.0	.	0	0	=	FJ170681	FJ170630
H	1	633	100.0	.	0	0	=	FJ170625	FJ170630
H	1	633	100.0	.	0	0	=	FJ170624	FJ170630
H	1	633	100.0	.	0	0	=	FJ170626	FJ170630
H	1	633	100.0	.	0	0	=	FJ170628	FJ170630
H	1	633	100.0	.	0	0	=	FJ170627	FJ170630
H	1	633	100.0	.	0	0	=	FJ170621	FJ170630
H	1	633	100.0	.	0	0	=	FJ170623	FJ170630
H	1	633	100.0	.	0	0	=	FJ170622	FJ170630
H	1	633	100.0	.	0	0	=	FJ170637	FJ170630
H	1	633	100.0	.	0	0	=	FJ170630	FJ170630
H	1	633	100.0	.	0	0	=	FJ170629	FJ170630
H	1	633	100.0	.	0	0	=	FJ170631	FJ170630
H	1	633	100.0	.	0	0	=	FJ170632	FJ170630
H	1	633	100.0	.	0	0	=	FJ170549	FJ170630
H	1	633	100.0	.	0	0	=	FJ170550	FJ170630
H	1	633	100.0	.	0	0	=	FJ170548	FJ170630
H	1	633	100.0	.	0	0	=	FJ170617	FJ170630
H	1	633	100.0	.	0	0	=	FJ170537	FJ170630
H	1	633	100.0	.	0	0	=	FJ170511	FJ170630
H	1	633	100.0	.	0	0	=	FJ170510	FJ170630
H	1	633	100.0	.	0	0	=	FJ170508	FJ170630
H	1	633	100.0	.	0	0	=	FJ170516	FJ170630
H	1	633	100.0	.	0	0	=	FJ170500	FJ170630
H	1	633	100.0	.	0	0	=	FJ170533	FJ170630
H	1	633	100.0	.	0	0	=	FJ170643	FJ170630
H	1	633	100.0	.	0	0	=	FJ170640	FJ170630
H	1	633	100.0	.	0	0	=	FJ170641	FJ170630
H	1	633	100.0	.	0	0	=	FJ170645	FJ170630
H	1	633	100.0	.	0	0	=	FJ170537	FJ170630
H	1	633	100.0	.	0	0	=	FJ170590	FJ170630
H	1	633	100.0	.	0	0	=	FJ170533	FJ170630
H	1	633	100.0	.	0	0	=	FJ170550	FJ170630
H	1	633	100.0	.	0	0	=	FJ170549	FJ170630
H	1	633	100.0	.	0	0	=	FJ170585	FJ170630
H	1	633	100.0	.	0	0	=	FJ170548	FJ170630
H	1	633	100.0	.	0	0	=	FJ170508	FJ170630
H	1	633	100.0	.	0	0	=	FJ170511	FJ170630
H	1	633	100.0	.	0	0	=	FJ170510	FJ170630
H	1	633	100.0	.	0	0	=	FJ170500	FJ170630
H	1	633	100.0	.	0	0	=	FJ170516	FJ170630
H	1	633	100.0	.	0	0	=	FJ170595	FJ170630
H	1	633	100.0	.	0	0	=	FJ170570	FJ170630
H	1	633	100.0	.	0	0	=	FJ170598	FJ170630
H	1	633	100.0	.	0	0	=	FJ170571	FJ170630
H	1	633	100.0	.	0	0	=	FJ170567	FJ170630
H	1	633	100.0	.	0	0	=	FJ170596	FJ170630
H	1	633	100.0	.	0	0	=	FJ170591	FJ170630
H	1	633	100.0	.	0	0	=	FJ170707	FJ170630
H	1	633	100.0	.	0	0	=	FJ170594	FJ170630
S	2	633	*	*	*	*	*	FJ170650	*
H	2	633	100.0	.	0	0	=	FJ170651	FJ170650
H	2	633	100.0	.	0	0	=	FJ170654	FJ170650
H	2	633	100.0	.	0	0	=	FJ170653	FJ170650
H	2	633	100.0	.	0	0	=	FJ170646	FJ170650
H	2	633	100.0	.	0	0	=	FJ170600	FJ170650
H	2	633	100.0	.	0	0	=	FJ170605	FJ170650
H	2	633	100.0	.	0	0	=	FJ170601	FJ170650
H	2	633	100.0	.	0	0	=	FJ170593	FJ170650
H	2	633	100.0	.	0	0	=	FJ170619	FJ170650
H	2	633	100.0	.	0	0	=	FJ170616	FJ170650
H	2	633	100.0	.	0	0	=	FJ170577	FJ170650
H	2	633	100.0	.	0	0	=	FJ170615	FJ170650
H	2	633	100.0	.	0	0	=	FJ170607	FJ170650
H	2	633	100.0	.	0	0	=	FJ170608	FJ170650
H	2	633	100.0	.	0	0	=	FJ170606	FJ170650
H	2	633	100.0	.	0	0	=	FJ170613	FJ170650
H	2	633	100.0	.	0	0	=	FJ170715	FJ170650
H	2	633	100.0	.	0	0	=	FJ170704	FJ170650
H	2	633	100.0	.	0	0	=	FJ170722	FJ170650
H	2	633	100.0	.	0	0	=	FJ170725	FJ170650
H	2	633	100.0	.	0	0	=	FJ170673	FJ170650
H	2	633	100.0	.	0	0	=	FJ170668	FJ170650
H	2	633	100.0	.	0	0	=	FJ170659	FJ170650
H	2	633	100.0	.	0	0	=	FJ170657	FJ170650
H	2	633	100.0	.	0	0	=	FJ170665	FJ170650
H	2	633	100.0	.	0	0	=	FJ170666	FJ170650
H	2	633	100.0	.	0	0	=	FJ170683	FJ170650
H	2	633	100.0	.	0	0	=	FJ170684	FJ170650
H	2	633	100.0	.	0	0	=	FJ170692	FJ170650
H	2	633	100.0	.	0	0	=	FJ170690	FJ170650
H	2	633	100.0	.	0	0	=	FJ170666	FJ170650
H	2	633	100.0	.	0	0	=	FJ170665	FJ170650
H	2	633	100.0	.	0	0	=	FJ170668	FJ170650
H	2	633	100.0	.	0	0	=	FJ170558	FJ170650
H	2	633	100.0	.	0	0	=	FJ170654	FJ170650
H	2	633	100.0	.	0	0	=	FJ170653	FJ170650
H	2	633	100.0	.	0	0	=	FJ170651	FJ170650
H	2	633	100.0	.	0	0	=	FJ170498	FJ170650
H	2	633	100.0	.	0	0	=	FJ170657	FJ170650
H	2	633	100.0	.	0	0	=	FJ170659	FJ170650
H	2	633	100.0	.	0	0	=	FJ170608	FJ170650
H	2	633	100.0	.	0	0	=	FJ170690	FJ170650
H	2	633	100.0	.	0	0	=	FJ170692	FJ170650
H	2	633	100.0	.	0	0	=	FJ170601	FJ170650
H	2	633	100.0	.	0	0	=	FJ170606	FJ170650
H	2	633	100.0	.	0	0	=	FJ170607	FJ170650
H	2	633	100.0	.	0	0	=	FJ170605	FJ170650
H	2	633	100.0	.	0	0	=	FJ170673	FJ170650
H	2	633	100.0	.	0	0	=	FJ170467	FJ170650
H	2	633	100.0	.	0	0	=	FJ170684	FJ170650
H	2	633	100.0	.	0	0	=	FJ170683	FJ170650
H	2	633	100.0	.	0	0	=	FJ170577	FJ170650
H	2	633	100.0	.	0	0	=	FJ170650	FJ170650
H	2	633	100.0	.	0	0	=	FJ170619	FJ170650
H	2	633	100.0	.	0	0	=	FJ170616	FJ170650
H	2	633	100.0	.	0	0	=	FJ170615	FJ170650
H	2	633	100.0	.	0	0	=	FJ170538	FJ170650
H	2	633	100.0	.	0	0	=	FJ170613	FJ170650
H	2	633	100.0	.	0	0	=	FJ170540	FJ170650
H	2	633	100.0	.	0	0	=	FJ170513	FJ170650
H	2	633	100.0	.	0	0	=	FJ170515	FJ170650
H	2	633	100.0	.	0	0	=	FJ170514	FJ170650
H	2	633	100.0	.	0	0	=	FJ170504	FJ170650
H	2	633	100.0	.	0	0	=	FJ170502	FJ170650
H	2	633	100.0	.	0	0	=	FJ170646	FJ170650
H	2	633	100.0	.	0	0	=	FJ170525	FJ170650
H	2	633	100.0	.	0	0	=	FJ170538	FJ170650
H	2	633	100.0	.	0	0	=	FJ170540	FJ170650
H	2	633	100.0	.	0	0	=	FJ170525	FJ170650
H	2	633	100.0	.	0	0	=	FJ170504	FJ170650
H	2	633	100.0	.	0	0	=	FJ170502	FJ170650
H	2	633	100.0	.	0	0	=	FJ170498	FJ170650
H	2	633	100.0	.	0	0	=	FJ170515	FJ170650
H	2	633	100.0	.	0	0	=	FJ170514	FJ170650
H	2	633	100.0	.	0	0	=	FJ170513	FJ170650
H	2	633	100.0	.	0	0	=	FJ170467	FJ170650
H	2	633	100.0	.	0	0	=	FJ170722	FJ170650
H	2	633	100.0	.	0	0	=	FJ170725	FJ170650
H	2	633	100.0	.	0	0	=	FJ170715	FJ170650
H	2	633	100.0	.	0	0	=	FJ170558	FJ170650
H	2	633	100.0	.	0	0	=	FJ170704	FJ170650
H	2	633	100.0	.	0	0	=	FJ170600	FJ170650
H	2	633	100.0	.	0	0	=	FJ170593	FJ170650
S	3	632	*	*	*	*	*	FJ170614	*
H	3	632	100.0	.	0	0	=	FJ170572	FJ170614
H	3	632	100.0	.	0	0	=	FJ170562	FJ170614
H	3	632	100.0	.	0	0	=	FJ170541	FJ170614
H	3	632	100.0	.	0	0	=	FJ170614	FJ170614
H	3	632	100.0	.	0	0	=	FJ170541	FJ170614
H	3	632	100.0	.	0	0	=	FJ170609	FJ170614
H	3	632	100.0	.	0	0	=	FJ170526	FJ170614
H	3	632	100.0	.	0	0	=	FJ170526	FJ170614
H	3	632	100.0	.	0	0	=	FJ170468	FJ170614
H	3	632	100.0	.	0	0	=	FJ170469	FJ170614
H	3	632	100.0	.	0	0	=	FJ170475	FJ170614
H	3	632	100.0	.	0	0	=	FJ170562	FJ170614
H	3	632	100.0	.	0	0	=	FJ170471	FJ170614
H	3	632	100.0	.	0	0	=	FJ170472	FJ170614
H	3	632	100.0	.	0	0	=	FJ170572	FJ170614
H	3	632	100.0	.	0	0	=	FJ170609	FJ170614
H	3	632	100.0	.	0	0	=	FJ170686	FJ170614
H	3	632	100.0	.	0	0	=	FJ170709	FJ170614
H	3	632	100.0	.	0	0	=	FJ170709	FJ170614
H	3	632	100.0	.	0	0	=	FJ170471	FJ170614
H	3	632	100.0	.	0	0	=	FJ170674	FJ170614
H	3	632	100.0	.	0	0	=	FJ170472	FJ170614
H	3	632	100.0	.	0	0	=	FJ170475	FJ170614
H	3	632	100.0	.	0	0	=	FJ170468	FJ170614
H	3	632	100.0	.	0	0	=	FJ170469	FJ170614
H	3	632	100.0	.	0	0	=	FJ170492	FJ170614
H	3	632	100.0	.	0	0	=	FJ170671	FJ170614
H	3	632	100.0	.	0	0	=	FJ170495	FJ170614
H	3	632	100.0	.	0	0	=	FJ170496	FJ170614
H	3	632	100.0	.	0	0	=	FJ170496	FJ170614
H	3	632	100.0	.	0	0	=	FJ170492	FJ170614
H	3	632	100.0	.	0	0	=	FJ170494	FJ170614
H	3	632	100.0	.	0	0	=	FJ170495	FJ170614
H	3	632	100.0	.	0	0	=	FJ170494	FJ170614
H	3	632	100.0	.	0	0	=	FJ170486	FJ170614
H	3	632	100.0	.	0	0	=	FJ170484	FJ170614
H	3	632	100.0	.	0	0	=	FJ170486	FJ170614
H	3	632	100.0	.	0	0	=	FJ170686	FJ170614
H	3	632	100.0	.	0	0	=	FJ170480	FJ170614
H	3	632	100.0	.	0	0	=	FJ170671	FJ170614
H	3	632	100.0	.	0	0	=	FJ170481	FJ170614
H	3	632	100.0	.	0	0	=	FJ170483	FJ170614
H	3	632	100.0	.	0	0	=	FJ170484	FJ170614
H	3	632	100.0	.	0	0	=	FJ170674	FJ170614
H	3	632	100.0	.	0	0	=	FJ170483	FJ170614
H	3	632	100.0	.	0	0	=	FJ170480	FJ170614
H	3	632	100.0	.	0	0	=	FJ170481	FJ170614
S	4	633	*	*	*	*	*	FJ170648	*
H	4	633	100.0	.	0	0	=	FJ170592	FJ170648
H	4	633	100.0	.	0	0	=	FJ170575	FJ170648
H	4	633	100.0	.	0	0	=	FJ170716	FJ170648
H	4	633	100.0	.	0	0	=	FJ170717	FJ170648
H	4	633	100.0	.	0	0	=	FJ170720	FJ170648
H	4	633	100.0	.	0	0	=	FJ170721	FJ170648
H	4	633	100.0	.	0	0	=	FJ170719	FJ170648
H	4	633	100.0	.	0	0	=	FJ170703	FJ170648
H	4	633	100.0	.	0	0	=	FJ170660	FJ170648
H	4	633	100.0	.	0	0	=	FJ170658	FJ170648
H	4	633	100.0	.	0	0	=	FJ170697	FJ170648
H	4	633	100.0	.	0	0	=	FJ170702	FJ170648
H	4	633	100.0	.	0	0	=	FJ170688	FJ170648
H	4	633	100.0	.	0	0	=	FJ170573	FJ170648
H	4	633	100.0	.	0	0	=	FJ170557	FJ170648
H	4	633	100.0	.	0	0	=	FJ170658	FJ170648
H	4	633	100.0	.	0	0	=	FJ170660	FJ170648
H	4	633	100.0	.	0	0	=	FJ170697	FJ170648
H	4	633	100.0	.	0	0	=	FJ170702	FJ170648
H	4	633	100.0	.	0	0	=	FJ170575	FJ170648
H	4	633	100.0	.	0	0	=	FJ170573	FJ170648
H	4	633	100.0	.	0	0	=	FJ170688	FJ170648
H	4	633	100.0	.	0	0	=	FJ170546	FJ170648
H	4	633	100.0	.	0	0	=	FJ170552	FJ170648
H	4	633	100.0	.	0	0	=	FJ170544	FJ170648
H	4	633	100.0	.	0	0	=	FJ170545	FJ170648
H	4	633	100.0	.	0	0	=	FJ170648	FJ170648
H	4	633	100.0	.	0	0	=	FJ170501	FJ170648
H	4	633	100.0	.	0	0	=	FJ170503	FJ170648
H	4	633	100.0	.	0	0	=	FJ170523	FJ170648
H	4	633	100.0	.	0	0	=	FJ170524	FJ170648
H	4	633	100.0	.	0	0	=	FJ170552	FJ170648
H	4	633	100.0	.	0	0	=	FJ170544	FJ170648
H	4	633	100.0	.	0	0	=	FJ170546	FJ170648
H	4	633	100.0	.	0	0	=	FJ170545	FJ170648
H	4	633	100.0	.	0	0	=	FJ170501	FJ170648
H	4	633	100.0	.	0	0	=	FJ170503	FJ170648
H	4	633	100.0	.	0	0	=	FJ170524	FJ170648
H	4	633	100.0	.	0	0	=	FJ170523	FJ170648
H	4	633	100.0	.	0	0	=	FJ170721	FJ170648
H	4	633	100.0	.	0	0	=	FJ170719	FJ170648
H	4	633	100.0	.	0	0	=	FJ170720	FJ170648
H	4	633	100.0	.	0	0	=	FJ170716	FJ170648
H	4	633	100.0	.	0	0	=	FJ170703	FJ170648
H	4	633	100.0	.	0	0	=	FJ170592	FJ170648
H	4	633	100.0	.	0	0	=	FJ170717	FJ170648
H	4	633	100.0	.	0	0	=	FJ170557	FJ170648
S	5	633	*	*	*	*	*	FJ170633	*
H	5	633	100.0	.	0	0	=	FJ170655	FJ170633
H	5	633	100.0	.	0	0	=	FJ170638	FJ170633
H	5	633	100.0	.	0	0	=	FJ170644	FJ170633
H	5	633	100.0	.	0	0	=	FJ170586	FJ170633
H	5	633	100.0	.	0	0	=	FJ170578	FJ170633
H	5	633	100.0	.	0	0	=	FJ170610	FJ170633
H	5	633	100.0	.	0	0	=	FJ170579	FJ170633
H	5	633	100.0	.	0	0	=	FJ170718	FJ170633
H	5	633	100.0	.	0	0	=	FJ170708	FJ170633
H	5	633	100.0	.	0	0	=	FJ170710	FJ170633
H	5	633	100.0	.	0	0	=	FJ170670	FJ170633
H	5	633	100.0	.	0	0	=	FJ170695	FJ170633
H	5	633	100.0	.	0	0	=	FJ170696	FJ170633
H	5	633	100.0	.	0	0	=	FJ170670	FJ170633
H	5	633	100.0	.	0	0	=	FJ170555	FJ170633
H	5	633	100.0	.	0	0	=	FJ170556	FJ170633
H	5	633	100.0	.	0	0	=	FJ170655	FJ170633
H	5	633	100.0	.	0	0	=	FJ170610	FJ170633
H	5	633	100.0	.	0	0	=	FJ170696	FJ170633
H	5	633	100.0	.	0	0	=	FJ170695	FJ170633
H	5	633	100.0	.	0	0	=	FJ170478	FJ170633
H	5	633	100.0	.	0	0	=	FJ170476	FJ170633
H	5	633	100.0	.	0	0	=	FJ170638	FJ170633
H	5	633	100.0	.	0	0	=	FJ170633	FJ170633
H	5	633	100.0	.	0	0	=	FJ170644	FJ170633
H	5	633	100.0	.	0	0	=	FJ170521	FJ170633
H	5	633	100.0	.	0	0	=	FJ170528	FJ170633
H	5	633	100.0	.	0	0	=	FJ170476	FJ170633
H	5	633	100.0	.	0	0	=	FJ170478	FJ170633
H	5	633	100.0	.	0	0	=	FJ170528	FJ170633
H	5	633	100.0	.	0	0	=	FJ170578	FJ170633
H	5	633	100.0	.	0	0	=	FJ170521	FJ170633
H	5	633	100.0	.	0	0	=	FJ170586	FJ170633
H	5	633	100.0	.	0	0	=	FJ170579	FJ170633
H	5	633	100.0	.	0	0	=	FJ170710	FJ170633
H	5	633	100.0	.	0	0	=	FJ170555	FJ170633
H	5	633	100.0	.	0	0	=	FJ170718	FJ170633
H	5	633	100.0	.	0	0	=	FJ170556	FJ170633
H	5	633	100.0	.	0	0	=	FJ170708	FJ170633
S	6	644	*	*	*	*	*	JN204825	*
H	6	644	100.0	.	0	0	=	JN204826	JN204825
H	6	644	100.0	.	0	0	=	JN204824	JN204825
H	6	644	100.0	.	0	0	=	JN204816	JN204825
H	6	644	100.0	.	0	0	=	JN204802	JN204825
H	6	644	100.0	.	0	0	=	JN204821	JN204825
H	6	644	100.0	.	0	0	=	JN204840	JN204825
H	6	644	100.0	.	0	0	=	JN204841	JN204825
H	6	644	100.0	.	0	0	=	JN204839	JN204825
H	6	644	100.0	.	0	0	=	JN204837	JN204825
H	6	644	100.0	.	0	0	=	JN204842	JN204825
H	6	644	100.0	.	0	0	=	JN204843	JN204825
H	6	644	100.0	.	0	0	=	JN204829	JN204825
H	6	644	100.0	.	0	0	=	JN204831	JN204825
H	6	644	100.0	.	0	0	=	JN204832	JN204825
H	6	644	100.0	.	0	0	=	JN204799	JN204825
H	6	644	100.0	.	0	0	=	JN204734	JN204825
H	6	644	100.0	.	0	0	=	JN204738	JN204825
H	6	644	100.0	.	0	0	=	JN204741	JN204825
H	6	644	100.0	.	0	0	=	JN204794	JN204825
H	6	644	100.0	.	0	0	=	JN204788	JN204825
H	6	644	100.0	.	0	0	=	JN204765	JN204825
H	6	644	100.0	.	0	0	=	JN204769	JN204825
H	6	644	100.0	.	0	0	=	JN204796	JN204825
H	6	644	100.0	.	0	0	=	JN204798	JN204825
S	7	634	*	*	*	*	*	FJ170729	*
H	7	634	100.0	.	0	0	=	FJ170728	FJ170729
H	7	634	100.0	.	0	0	=	FJ170741	FJ170729
H	7	634	100.0	.	0	0	=	FJ170727	FJ170729
H	7	634	100.0	.	0	0	=	FJ170731	FJ170729
H	7	634	100.0	.	0	0	=	FJ170741	FJ170729
H	7	634	100.0	.	0	0	=	FJ170727	FJ170729
H	7	634	100.0	.	0	0	=	FJ170728	FJ170729
H	7	634	100.0	.	0	0	=	FJ170729	FJ170729
H	7	634	100.0	.	0	0	=	FJ170745	FJ170729
H	7	634	100.0	.	0	0	=	FJ170733	FJ170729
H	7	634	100.0	.	0	0	=	FJ170732	FJ170729
H	7	634	100.0	.	0	0	=	FJ170733	FJ170729
H	7	634	100.0	.	0	0	=	FJ170731	FJ170729
H	7	634	100.0	.	0	0	=	FJ170732	FJ170729
H	7	634	100.0	.	0	0	=	GQ398411	FJ170729
H	7	634	100.0	.	0	0	=	FJ170764	FJ170729
H	7	634	100.0	.	0	0	=	FJ170760	FJ170729
H	7	634	100.0	.	0	0	=	FJ170764	FJ170729
H	7	634	100.0	.	0	0	=	GQ398411	FJ170729
H	7	634	100.0	.	0	0	=	FJ170745	FJ170729
H	7	634	100.0	.	0	0	=	FJ170760	FJ170729
S	8	663	*	*	*	*	*	JX509842	*
H	8	663	100.0	.	0	0	=	JX509846	JX509842
H	8	663	100.0	.	0	0	=	JX509838	JX509842
H	8	663	100.0	.	0	0	=	JX509841	JX509842
H	8	663	100.0	.	0	0	=	JX509858	JX509842
H	8	663	100.0	.	0	0	=	JX509857	JX509842
H	8	663	100.0	.	0	0	=	JX509860	JX509842
H	8	663	100.0	.	0	0	=	JX509861	JX509842
H	8	663	100.0	.	0	0	=	JX509852	JX509842
H	8	663	100.0	.	0	0	=	JX509851	JX509842
H	8	663	100.0	.	0	0	=	JX509856	JX509842
H	8	663	100.0	.	0	0	=	JX509846	JX509842
H	8	663	100.0	.	0	0	=	JX509838	JX509842
